,All
51->52,0.0
52->53,0.1635413866202963
53->54,0.7951657524814091
54->55,0.0
55->56,0.1427951440361373
56->57,0.20483424751859083
57->58,0.0
58->59,0.0
59->60,0.0
60->61,0.1427951440361373
61->62,0.5111707781750244
62->63,0.0
63->64,0.0
64->65,0.33470925917193156
65->66,0.0
66->67,0.1427951440361373
67->68,0.7065836017263629
68->69,0.0
69->70,0.0
70->71,0.0
71->72,0.0
72->73,0.0
73->74,0.0
74->75,0.0
75->76,0.0
76->77,0.0
77->78,0.0
78->79,0.0
79->80,0.1635413866202963
80->81,0.0
81->82,0.12987501165334073
82->83,0.36837563413888713
83->84,0.3589542101716347
84->85,0.522495596791931
85->86,0.47750440320806886
86->87,0.0
87->88,0.0
88->89,0.3589542101716347
89->90,0.0
90->91,0.0
91->92,0.0
92->93,0.0
93->94,0.6652907408280683
94->95,0.0
95->96,0.0
96->97,0.12987501165334073
97->98,0.0
98->99,0.0
99->100,0.0
100->101,0.0
