,All
51->52,0.2
52->53,0.0
53->54,0.05
54->55,0.0
55->56,0.0
56->57,0.2
57->58,0.1
58->59,0.0
59->60,0.3
60->61,0.15
61->62,0.3
62->63,0.15
63->64,0.0
64->65,0.2
65->66,0.05
66->67,0.1
67->68,0.3
68->69,0.1
69->70,0.1
70->71,0.0
71->72,0.2
72->73,0.1
73->74,0.2
74->75,0.0
75->76,0.0
76->77,0.15
77->78,0.2
78->79,0.1
79->80,0.3
80->81,0.0
81->82,0.1
82->83,0.15
83->84,0.1
84->85,0.35
85->86,0.4
86->87,0.2
87->88,0.0
88->89,0.1
89->90,0.25
90->91,0.3
91->92,0.1
92->93,0.0
93->94,0.1
94->95,0.1
95->96,0.35
96->97,0.1
97->98,0.05
98->99,0.1
99->100,0.0
100->101,0.2
