,All
51->52,0.24
52->53,0.12
53->54,0.04
54->55,0.08
55->56,0.04
56->57,0.08
57->58,0.0
58->59,0.0
59->60,0.22
60->61,0.24
61->62,0.36
62->63,0.2
63->64,0.0
64->65,0.2
65->66,0.12
66->67,0.12
67->68,0.24
68->69,0.08
69->70,0.08
70->71,0.04
71->72,0.12
72->73,0.0
73->74,0.12
74->75,0.04
75->76,0.08
76->77,0.08
77->78,0.12
78->79,0.08
79->80,0.12
80->81,0.08
81->82,0.0
82->83,0.08
83->84,0.12
84->85,0.24
85->86,0.08
86->87,0.28
87->88,0.0
88->89,0.0
89->90,0.0
90->91,0.12
91->92,0.0
92->93,0.08
93->94,0.2
94->95,0.16
95->96,0.12
96->97,0.32
97->98,0.12
98->99,0.04
99->100,0.12
100->101,0.32
