,All
51->52,0.2
52->53,0.15
53->54,0.0
54->55,0.0
55->56,0.1
56->57,0.1
57->58,0.0
58->59,0.0
59->60,0.2
60->61,0.3
61->62,0.35
62->63,0.0
63->64,0.0
64->65,0.5
65->66,0.0
66->67,0.0
67->68,0.5
68->69,0.1
69->70,0.0
70->71,0.0
71->72,0.3
72->73,0.0
73->74,0.4
74->75,0.0
75->76,0.1
76->77,0.2
77->78,0.2
78->79,0.0
79->80,0.1
80->81,0.2
81->82,0.0
82->83,0.05
83->84,0.25
84->85,0.4
85->86,0.4
86->87,0.5
87->88,0.0
88->89,0.05
89->90,0.1
90->91,0.1
91->92,0.0
92->93,0.3
93->94,0.4
94->95,0.1
95->96,0.4
96->97,0.25
97->98,0.2
98->99,0.05
99->100,0.1
100->101,0.35
