,All
51->52,0.2
52->53,0.08
53->54,0.1
54->55,0.06
55->56,0.08
56->57,0.06
57->58,0.02
58->59,0.0
59->60,0.04
60->61,0.02
61->62,0.08
62->63,0.02
63->64,0.0
64->65,0.04
65->66,0.04
66->67,0.0
67->68,0.0
68->69,0.04
69->70,0.12
70->71,0.0
71->72,0.04
72->73,0.02
73->74,0.04
74->75,0.0
75->76,0.0
76->77,0.1
77->78,0.04
78->79,0.04
79->80,0.0
80->81,0.04
81->82,0.04
82->83,0.08
83->84,0.12
84->85,0.06
85->86,0.04
86->87,0.24
87->88,0.0
88->89,0.0
89->90,0.04
90->91,0.14
91->92,0.12
92->93,0.18
93->94,0.18
94->95,0.0
95->96,0.04
96->97,0.1
97->98,0.0
98->99,0.04
99->100,0.06
100->101,0.12
