,All
51->52,0.2
52->53,0.16
53->54,0.08
54->55,0.04
55->56,0.12
56->57,0.12
57->58,0.08
58->59,0.12
59->60,0.24
60->61,0.12
61->62,0.16
62->63,0.0
63->64,0.04
64->65,0.28
65->66,0.04
66->67,0.08
67->68,0.32
68->69,0.08
69->70,0.12
70->71,0.0
71->72,0.2
72->73,0.08
73->74,0.24
74->75,0.04
75->76,0.0
76->77,0.04
77->78,0.12
78->79,0.08
79->80,0.12
80->81,0.16
81->82,0.16
82->83,0.16
83->84,0.14
84->85,0.24
85->86,0.08
86->87,0.08
87->88,0.08
88->89,0.2
89->90,0.12
90->91,0.04
91->92,0.16
92->93,0.16
93->94,0.2
94->95,0.04
95->96,0.24
96->97,0.08
97->98,0.16
98->99,0.2
99->100,0.12
100->101,0.16
