,All
51->52,0.04
52->53,0.02
53->54,0.06
54->55,0.08
55->56,0.02
56->57,0.06
57->58,0.0
58->59,0.04
59->60,0.02
60->61,0.06
61->62,0.08
62->63,0.0
63->64,0.04
64->65,0.06
65->66,0.06
66->67,0.0
67->68,0.02
68->69,0.04
69->70,0.1
70->71,0.04
71->72,0.04
72->73,0.04
73->74,0.02
74->75,0.04
75->76,0.04
76->77,0.04
77->78,0.04
78->79,0.04
79->80,0.02
80->81,0.1
81->82,0.02
82->83,0.06
83->84,0.02
84->85,0.1
85->86,0.06
86->87,0.18
87->88,0.06
88->89,0.04
89->90,0.06
90->91,0.02
91->92,0.06
92->93,0.02
93->94,0.04
94->95,0.08
95->96,0.1
96->97,0.04
97->98,0.06
98->99,0.14
99->100,0.06
100->101,0.2
