,All
51->52,0.12
52->53,0.08
53->54,0.12
54->55,0.04
55->56,0.12
56->57,0.2
57->58,0.04
58->59,0.12
59->60,0.32
60->61,0.24
61->62,0.36
62->63,0.24
63->64,0.04
64->65,0.32
65->66,0.08
66->67,0.12
67->68,0.32
68->69,0.12
69->70,0.16
70->71,0.04
71->72,0.08
72->73,0.04
73->74,0.2
74->75,0.0
75->76,0.08
76->77,0.2
77->78,0.12
78->79,0.08
79->80,0.2
80->81,0.04
81->82,0.04
82->83,0.2
83->84,0.12
84->85,0.52
85->86,0.16
86->87,0.52
87->88,0.0
88->89,0.2
89->90,0.08
90->91,0.04
91->92,0.04
92->93,0.08
93->94,0.24
94->95,0.12
95->96,0.28
96->97,0.2
97->98,0.12
98->99,0.16
99->100,0.08
100->101,0.32
