,All
51->52,0.6
52->53,0.5
53->54,0.1
54->55,0.4
55->56,0.3
56->57,0.3
57->58,0.2
58->59,0.4
59->60,0.5
60->61,0.1
61->62,0.6
62->63,0.7
63->64,0.4
64->65,0.9
65->66,0.3
66->67,0.7
67->68,0.4
68->69,0.5
69->70,0.6
70->71,0.2
71->72,0.5
72->73,0.8
73->74,0.7
74->75,0.6
75->76,0.5
76->77,0.9
77->78,0.3
78->79,0.3
79->80,0.5
80->81,0.5
81->82,0.4
82->83,0.1
83->84,0.3
84->85,0.4
85->86,0.4
86->87,0.3
87->88,0.65
88->89,0.6
89->90,0.6
90->91,0.3
91->92,0.5
92->93,0.5
93->94,0.3
94->95,0.3
95->96,0.6
96->97,0.4
97->98,0.6
98->99,0.4
99->100,0.5
100->101,0.1
