,All
51->52,0.6
52->53,0.2
53->54,0.2
54->55,0.8
55->56,0.4
56->57,0.8
57->58,0.4
58->59,0.8
59->60,0.4
60->61,0.2
61->62,0.6
62->63,1.0
63->64,0.4
64->65,1.0
65->66,0.6
66->67,0.6
67->68,0.4
68->69,0.6
69->70,0.4
70->71,0.6
71->72,0.2
72->73,1.0
73->74,0.2
74->75,0.4
75->76,0.4
76->77,1.0
77->78,0.2
78->79,0.6
79->80,0.4
80->81,0.6
81->82,0.8
82->83,0.8
83->84,0.4
84->85,0.4
85->86,0.4
86->87,0.0
87->88,0.4
88->89,0.4
89->90,0.6
90->91,0.2
91->92,0.2
92->93,0.2
93->94,0.2
94->95,0.0
95->96,0.4
96->97,0.6
97->98,0.6
98->99,0.6
99->100,0.2
100->101,0.2
