,All
51->52,0.8
52->53,0.3
53->54,0.5
54->55,0.5
55->56,0.5
56->57,0.8
57->58,0.6
58->59,0.9
59->60,0.6
60->61,0.5
61->62,0.7
62->63,0.8
63->64,0.9
64->65,1.0
65->66,0.6
66->67,0.9
67->68,0.6
68->69,0.9
69->70,0.4
70->71,0.6
71->72,0.5
72->73,0.9
73->74,0.6
74->75,0.5
75->76,0.6
76->77,0.7
77->78,0.5
78->79,0.8
79->80,0.5
80->81,0.7
81->82,0.5
82->83,0.6
83->84,0.5
84->85,0.7
85->86,0.5
86->87,0.8
87->88,0.8
88->89,0.7
89->90,0.9
90->91,0.5
91->92,0.7
92->93,0.7
93->94,0.6
94->95,0.6
95->96,0.8
96->97,0.7
97->98,0.7
98->99,0.6
99->100,0.4
100->101,0.5
