,All
51->52,0.2
52->53,0.2
53->54,0.1
54->55,0.0
55->56,0.1
56->57,0.3
57->58,0.0
58->59,0.4
59->60,0.4
60->61,0.3
61->62,0.4
62->63,0.0
63->64,0.0
64->65,0.3
65->66,0.1
66->67,0.3
67->68,0.6
68->69,0.0
69->70,0.1
70->71,0.0
71->72,0.2
72->73,0.1
73->74,0.3
74->75,0.1
75->76,0.1
76->77,0.1
77->78,0.2
78->79,0.0
79->80,0.3
80->81,0.0
81->82,0.2
82->83,0.2
83->84,0.2
84->85,0.4
85->86,0.5
86->87,0.5
87->88,0.2
88->89,0.1
89->90,0.1
90->91,0.2
91->92,0.1
92->93,0.2
93->94,0.3
94->95,0.2
95->96,0.3
96->97,0.2
97->98,0.4
98->99,0.3
99->100,0.2
100->101,0.3
