,All
51->52,0.05
52->53,0.05
53->54,0.0
54->55,0.0
55->56,0.05
56->57,0.15
57->58,0.0
58->59,0.1
59->60,0.0
60->61,0.0
61->62,0.05
62->63,0.0
63->64,0.05
64->65,0.05
65->66,0.0
66->67,0.05
67->68,0.2
68->69,0.05
69->70,0.1
70->71,0.05
71->72,0.0
72->73,0.05
73->74,0.0
74->75,0.0
75->76,0.0
76->77,0.05
77->78,0.0
78->79,0.05
79->80,0.0
80->81,0.0
81->82,0.0
82->83,0.05
83->84,0.05
84->85,0.05
85->86,0.0
86->87,0.1
87->88,0.05
88->89,0.0
89->90,0.05
90->91,0.0
91->92,0.1
92->93,0.15
93->94,0.1
94->95,0.05
95->96,0.05
96->97,0.05
97->98,0.05
98->99,0.05
99->100,0.15
100->101,0.05
