,All
51->52,0.0
52->53,0.0
53->54,0.0
54->55,0.0
55->56,0.0
56->57,0.2
57->58,0.0
58->59,0.2
59->60,0.2
60->61,0.2
61->62,0.6
62->63,0.0
63->64,0.0
64->65,0.6
65->66,0.0
66->67,0.0
67->68,0.8
68->69,0.2
69->70,0.2
70->71,0.0
71->72,0.0
72->73,0.0
73->74,0.0
74->75,0.0
75->76,0.0
76->77,0.0
77->78,0.2
78->79,0.2
79->80,0.4
80->81,0.0
81->82,0.0
82->83,0.2
83->84,0.4
84->85,0.4
85->86,0.6
86->87,0.0
87->88,0.0
88->89,0.2
89->90,0.2
90->91,0.0
91->92,0.0
92->93,0.2
93->94,0.6
94->95,0.2
95->96,0.2
96->97,0.0
97->98,0.2
98->99,0.0
99->100,0.2
100->101,0.6
