,All
51->52,0.12
52->53,0.08
53->54,0.0
54->55,0.04
55->56,0.12
56->57,0.2
57->58,0.0
58->59,0.32
59->60,0.24
60->61,0.2
61->62,0.32
62->63,0.16
63->64,0.04
64->65,0.24
65->66,0.04
66->67,0.12
67->68,0.4
68->69,0.08
69->70,0.12
70->71,0.0
71->72,0.08
72->73,0.04
73->74,0.2
74->75,0.0
75->76,0.04
76->77,0.04
77->78,0.16
78->79,0.16
79->80,0.08
80->81,0.08
81->82,0.12
82->83,0.24
83->84,0.2
84->85,0.32
85->86,0.28
86->87,0.36
87->88,0.0
88->89,0.32
89->90,0.08
90->91,0.28
91->92,0.04
92->93,0.12
93->94,0.36
94->95,0.12
95->96,0.24
96->97,0.2
97->98,0.16
98->99,0.12
99->100,0.12
100->101,0.24
