,All
51->52,0.2
52->53,0.36
53->54,0.16
54->55,0.08
55->56,0.24
56->57,0.12
57->58,0.04
58->59,0.16
59->60,0.28
60->61,0.1
61->62,0.12
62->63,0.0
63->64,0.04
64->65,0.2
65->66,0.04
66->67,0.12
67->68,0.28
68->69,0.12
69->70,0.2
70->71,0.04
71->72,0.24
72->73,0.04
73->74,0.26
74->75,0.12
75->76,0.12
76->77,0.08
77->78,0.16
78->79,0.08
79->80,0.16
80->81,0.08
81->82,0.16
82->83,0.2
83->84,0.16
84->85,0.4
85->86,0.2
86->87,0.12
87->88,0.0
88->89,0.2
89->90,0.12
90->91,0.08
91->92,0.12
92->93,0.16
93->94,0.24
94->95,0.0
95->96,0.24
96->97,0.08
97->98,0.12
98->99,0.08
99->100,0.08
100->101,0.16
