,All
51->52,0.0
52->53,0.02
53->54,0.12
54->55,0.0
55->56,0.0
56->57,0.02
57->58,0.0
58->59,0.06
59->60,0.08
60->61,0.0
61->62,0.04
62->63,0.0
63->64,0.02
64->65,0.06
65->66,0.06
66->67,0.02
67->68,0.06
68->69,0.06
69->70,0.04
70->71,0.0
71->72,0.04
72->73,0.02
73->74,0.04
74->75,0.06
75->76,0.04
76->77,0.0
77->78,0.04
78->79,0.08
79->80,0.02
80->81,0.12
81->82,0.02
82->83,0.04
83->84,0.06
84->85,0.08
85->86,0.1
86->87,0.06
87->88,0.04
88->89,0.1
89->90,0.06
90->91,0.02
91->92,0.06
92->93,0.08
93->94,0.04
94->95,0.02
95->96,0.04
96->97,0.12
97->98,0.06
98->99,0.04
99->100,0.08
100->101,0.06
