,All
51->52,0.04
52->53,0.04
53->54,0.12
54->55,0.04
55->56,0.04
56->57,0.24
57->58,0.04
58->59,0.28
59->60,0.28
60->61,0.16
61->62,0.36
62->63,0.04
63->64,0.12
64->65,0.16
65->66,0.04
66->67,0.08
67->68,0.4
68->69,0.12
69->70,0.12
70->71,0.04
71->72,0.04
72->73,0.0
73->74,0.24
74->75,0.04
75->76,0.08
76->77,0.08
77->78,0.16
78->79,0.12
79->80,0.16
80->81,0.08
81->82,0.12
82->83,0.24
83->84,0.24
84->85,0.44
85->86,0.32
86->87,0.24
87->88,0.08
88->89,0.36
89->90,0.08
90->91,0.08
91->92,0.04
92->93,0.16
93->94,0.32
94->95,0.08
95->96,0.24
96->97,0.32
97->98,0.12
98->99,0.12
99->100,0.08
100->101,0.32
