,All
51->52,0.0
52->53,0.0
53->54,0.1
54->55,0.05
55->56,0.1
56->57,0.1
57->58,0.0
58->59,0.1
59->60,0.0
60->61,0.0
61->62,0.1
62->63,0.0
63->64,0.0
64->65,0.1
65->66,0.0
66->67,0.0
67->68,0.2
68->69,0.0
69->70,0.1
70->71,0.05
71->72,0.15
72->73,0.0
73->74,0.0
74->75,0.0
75->76,0.0
76->77,0.15
77->78,0.0
78->79,0.1
79->80,0.0
80->81,0.1
81->82,0.0
82->83,0.1
83->84,0.1
84->85,0.3
85->86,0.0
86->87,0.0
87->88,0.0
88->89,0.15
89->90,0.05
90->91,0.1
91->92,0.0
92->93,0.0
93->94,0.0
94->95,0.0
95->96,0.0
96->97,0.0
97->98,0.1
98->99,0.0
99->100,0.0
100->101,0.05
