,All
51->52,0.04
52->53,0.0
53->54,0.06
54->55,0.08
55->56,0.08
56->57,0.04
57->58,0.0
58->59,0.12
59->60,0.0
60->61,0.02
61->62,0.08
62->63,0.0
63->64,0.0
64->65,0.14
65->66,0.0
66->67,0.0
67->68,0.12
68->69,0.0
69->70,0.08
70->71,0.04
71->72,0.12
72->73,0.0
73->74,0.0
74->75,0.0
75->76,0.06
76->77,0.1
77->78,0.02
78->79,0.12
79->80,0.08
80->81,0.08
81->82,0.04
82->83,0.04
83->84,0.04
84->85,0.14
85->86,0.04
86->87,0.12
87->88,0.0
88->89,0.12
89->90,0.02
90->91,0.16
91->92,0.1
92->93,0.04
93->94,0.08
94->95,0.04
95->96,0.1
96->97,0.02
97->98,0.12
98->99,0.0
99->100,0.04
100->101,0.04
