,All
51->52,0.2
52->53,0.2
53->54,0.1
54->55,0.0
55->56,0.3
56->57,0.2
57->58,0.0
58->59,0.2
59->60,0.4
60->61,0.2
61->62,0.3
62->63,0.2
63->64,0.0
64->65,0.4
65->66,0.1
66->67,0.0
67->68,0.6
68->69,0.1
69->70,0.2
70->71,0.1
71->72,0.1
72->73,0.0
73->74,0.1
74->75,0.1
75->76,0.0
76->77,0.3
77->78,0.0
78->79,0.0
79->80,0.4
80->81,0.0
81->82,0.1
82->83,0.1
83->84,0.1
84->85,0.6
85->86,0.1
86->87,0.0
87->88,0.0
88->89,0.1
89->90,0.1
90->91,0.0
91->92,0.0
92->93,0.2
93->94,0.4
94->95,0.1
95->96,0.2
96->97,0.1
97->98,0.0
98->99,0.2
99->100,0.3
100->101,0.3
