,All
51->52,0.08
52->53,0.16
53->54,0.24
54->55,0.04
55->56,0.24
56->57,0.2
57->58,0.0
58->59,0.16
59->60,0.28
60->61,0.2
61->62,0.2
62->63,0.04
63->64,0.04
64->65,0.24
65->66,0.04
66->67,0.04
67->68,0.44
68->69,0.12
69->70,0.16
70->71,0.0
71->72,0.12
72->73,0.08
73->74,0.2
74->75,0.08
75->76,0.08
76->77,0.08
77->78,0.2
78->79,0.12
79->80,0.12
80->81,0.12
81->82,0.12
82->83,0.16
83->84,0.12
84->85,0.28
85->86,0.32
86->87,0.32
87->88,0.08
88->89,0.36
89->90,0.16
90->91,0.0
91->92,0.2
92->93,0.0
93->94,0.2
94->95,0.08
95->96,0.28
96->97,0.2
97->98,0.2
98->99,0.04
99->100,0.08
100->101,0.28
