,All
51->52,0.0
52->53,0.04
53->54,0.04
54->55,0.02
55->56,0.06
56->57,0.1
57->58,0.0
58->59,0.1
59->60,0.02
60->61,0.0
61->62,0.06
62->63,0.04
63->64,0.0
64->65,0.0
65->66,0.1
66->67,0.04
67->68,0.06
68->69,0.08
69->70,0.06
70->71,0.04
71->72,0.02
72->73,0.06
73->74,0.02
74->75,0.06
75->76,0.08
76->77,0.06
77->78,0.04
78->79,0.12
79->80,0.02
80->81,0.06
81->82,0.02
82->83,0.12
83->84,0.04
84->85,0.02
85->86,0.08
86->87,0.12
87->88,0.0
88->89,0.04
89->90,0.04
90->91,0.04
91->92,0.02
92->93,0.02
93->94,0.0
94->95,0.04
95->96,0.1
96->97,0.1
97->98,0.04
98->99,0.12
99->100,0.1
100->101,0.16
